0;0
5000000;5000000
10000000;10000000
15000000;15000000
20000000;20000000
25000000;25000000
30000000;30000000
35000000;35000000
40000000;40000000
45000000;45000000
50000000;50000000
55000000;55000000
60000000;60000000
65000000;65000000
70000000;70000000
75000000;75000000
80000000;80000000
85000000;85000000
90000000;90000000
95000000;95000000
100000000;100000000
105000000;105000000
110000000;110000000
115000000;115000000
120000000;120000000
125000000;125000000
130000000;130000000
135000000;135000000
140000000;140000000
145000000;145000000
150000000;150000000
155000000;155000000
160000000;160000000
165000000;165000000
170000000;170000000
175000000;175000000
180000000;180000000
185000000;185000000
190000000;190000000
195000000;195000000
200000000;200000000
205000000;205000000
210000000;210000000
215000000;215000000
220000000;220000000
225000000;225000000
230000000;230000000
235000000;235000000
240000000;240000000
245000000;245000000
250000000;250000000
255000000;255000000
260000000;260000000
265000000;265000000
